DATE,GEOGRAPHY_NAME,SIC_SECTION_NAME,SIC_SECTION_CODE,JOBCOUNT
2022,Shropshire and Staffordshire,"Professional, scientific and technical activities",M (69-75),30240
2022,Shropshire and Staffordshire,Administrative and support service activities,N (77-82),35115
2022,Shropshire and Staffordshire,Public administration and defence,O (84),22550
2022,Shropshire and Staffordshire,Education,P (85),28765
2022,Shropshire and Staffordshire,Human health and social work activities,Q (86-88),60050
2022,Shropshire and Staffordshire,"Arts, entertainment and recreation",R (90-93),8165
2022,Shropshire and Staffordshire,Other service activities,S (94-96),10565
2022,Shropshire and Staffordshire,Activities of households,T (97-98),0
2022,Shropshire and Staffordshire,Activities of extraterritorial organisations and bodies,U (99),0
2022,South Yorkshire,"Agriculture, forestry and fishing",A (1-3),750
2022,South Yorkshire,Mining and quarrying,B (5-9),150
2022,South Yorkshire,Manufacturing,C (10-33),54365
2022,South Yorkshire,"Electricity, gas, steam and air conditioning supply",D (35),750
2022,South Yorkshire,Water supply; sewerage and waste management,E (36-39),4250
2022,South Yorkshire,Construction,F (41-43),26385
2022,South Yorkshire,Wholesale and retail trade; repair of motor vehicles,G (45-47),50215
2022,South Yorkshire,Transportation and storage,H (49-53),33730
2022,South Yorkshire,Accommodation and food service activities,I (55-56),13605
2022,South Yorkshire,Information and communication,J (58-63),13945
2022,South Yorkshire,Financial and insurance activities,K (64-66),11410
2022,South Yorkshire,Real estate activities,L (68),4015
2022,South Yorkshire,"Professional, scientific and technical activities",M (69-75),24290
2022,South Yorkshire,Administrative and support service activities,N (77-82),27800
2022,South Yorkshire,Public administration and defence,O (84),24145
2022,South Yorkshire,Education,P (85),36320
2022,South Yorkshire,Human health and social work activities,Q (86-88),54650
2022,South Yorkshire,"Arts, entertainment and recreation",R (90-93),4450
2022,South Yorkshire,Other service activities,S (94-96),3940
2022,South Yorkshire,Activities of households,T (97-98),0
2022,South Yorkshire,Activities of extraterritorial organisations and bodies,U (99),0
2022,Southern Scotland,"Agriculture, forestry and fishing",A (1-3),6250
2022,Southern Scotland,Mining and quarrying,B (5-9),480
2022,Southern Scotland,Manufacturing,C (10-33),28985
2022,Southern Scotland,"Electricity, gas, steam and air conditioning supply",D (35),2550
2022,Southern Scotland,Water supply; sewerage and waste management,E (36-39),2600
2022,Southern Scotland,Construction,F (41-43),20590
2022,Southern Scotland,Wholesale and retail trade; repair of motor vehicles,G (45-47),28240
2022,Southern Scotland,Transportation and storage,H (49-53),10545
2022,Southern Scotland,Accommodation and food service activities,I (55-56),12330
2022,Southern Scotland,Information and communication,J (58-63),3695
2022,Southern Scotland,Financial and insurance activities,K (64-66),3135
2022,Southern Scotland,Real estate activities,L (68),3160
2022,Southern Scotland,"Professional, scientific and technical activities",M (69-75),14480
2022,Southern Scotland,Administrative and support service activities,N (77-82),13830
2022,Southern Scotland,Public administration and defence,O (84),13350
2022,Southern Scotland,Education,P (85),15550
2022,Southern Scotland,Human health and social work activities,Q (86-88),34300
2022,Southern Scotland,"Arts, entertainment and recreation",R (90-93),4695
2022,Southern Scotland,Other service activities,S (94-96),3260
2022,Southern Scotland,Activities of households,T (97-98),0
2022,Southern Scotland,Activities of extraterritorial organisations and bodies,U (99),0
2022,"Surrey, East and West Sussex","Agriculture, forestry and fishing",A (1-3),7570
2022,"Surrey, East and West Sussex",Mining and quarrying,B (5-9),1030
2022,"Surrey, East and West Sussex",Manufacturing,C (10-33),56385
2022,"Surrey, East and West Sussex","Electricity, gas, steam and air conditioning supply",D (35),3295
2022,"Surrey, East and West Sussex",Water supply; sewerage and waste management,E (36-39),9630
2022,"Surrey, East and West Sussex",Construction,F (41-43),50925
2022,"Surrey, East and West Sussex",Wholesale and retail trade; repair of motor vehicles,G (45-47),107320
2022,"Surrey, East and West Sussex",Transportation and storage,H (49-53),45380
2022,"Surrey, East and West Sussex",Accommodation and food service activities,I (55-56),46425
2022,"Surrey, East and West Sussex",Information and communication,J (58-63),59000
2022,"Surrey, East and West Sussex",Financial and insurance activities,K (64-66),33080
2022,"Surrey, East and West Sussex",Real estate activities,L (68),15075
2022,"Surrey, East and West Sussex","Professional, scientific and technical activities",M (69-75),93515
2022,"Surrey, East and West Sussex",Administrative and support service activities,N (77-82),77595
2022,"Surrey, East and West Sussex",Public administration and defence,O (84),31000
2022,"Surrey, East and West Sussex",Education,P (85),64775
2022,"Surrey, East and West Sussex",Human health and social work activities,Q (86-88),105300
2022,"Surrey, East and West Sussex","Arts, entertainment and recreation",R (90-93),22590
2022,"Surrey, East and West Sussex",Other service activities,S (94-96),16610
