DATE,GEOGRAPHY_NAME,SIC_3GROUP_NAME,SIC_3GROUP_CODE,JOBCOUNT
2017,Lancashire,Production sector,A-E,90240
2017,Lancashire,Construction,F (41-43),31410
2017,Lancashire,Services sector,G-T,300520
2017,"Leicestershire, Rutland and Northamptonshire",Production sector,A-E,120115
2017,"Leicestershire, Rutland and Northamptonshire",Construction,F (41-43),27985
2017,"Leicestershire, Rutland and Northamptonshire",Services sector,G-T,443985
2017,Lincolnshire,Production sector,A-E,50280
2017,Lincolnshire,Construction,F (41-43),11015
2017,Lincolnshire,Services sector,G-T,134925
2017,Merseyside,Production sector,A-E,52560
2017,Merseyside,Construction,F (41-43),22935
2017,Merseyside,Services sector,G-T,332900
2017,North Eastern Scotland,Production sector,A-E,50485
2017,North Eastern Scotland,Construction,F (41-43),12625
2017,North Eastern Scotland,Services sector,G-T,122855
2017,North Yorkshire,Production sector,A-E,40215
2017,North Yorkshire,Construction,F (41-43),15980
2017,North Yorkshire,Services sector,G-T,185285
2017,Northumberland and Tyne and Wear,Production sector,A-E,73745
2017,Northumberland and Tyne and Wear,Construction,F (41-43),19940
2017,Northumberland and Tyne and Wear,Services sector,G-T,320625
2017,Outer London - East and North East,Production sector,A-E,25330
2017,Outer London - East and North East,Construction,F (41-43),32495
2017,Outer London - East and North East,Services sector,G-T,303530
2017,Outer London - South,Production sector,A-E,11520
2017,Outer London - South,Construction,F (41-43),23825
2017,Outer London - South,Services sector,G-T,268925
2017,Outer London - West and North West,Production sector,A-E,36860
2017,Outer London - West and North West,Construction,F (41-43),36400
2017,Outer London - West and North West,Services sector,G-T,562110
2017,Shropshire and Staffordshire,Production sector,A-E,92260
2017,Shropshire and Staffordshire,Construction,F (41-43),29635
2017,Shropshire and Staffordshire,Services sector,G-T,332040
2017,South Yorkshire,Production sector,A-E,59795
2017,South Yorkshire,Construction,F (41-43),24500
2017,South Yorkshire,Services sector,G-T,290535
2017,Southern Scotland,Production sector,A-E,38540
2017,Southern Scotland,Construction,F (41-43),20455
2017,Southern Scotland,Services sector,G-T,158280
2017,"Surrey, East and West Sussex",Production sector,A-E,84420
2017,"Surrey, East and West Sussex",Construction,F (41-43),57045
2017,"Surrey, East and West Sussex",Services sector,G-T,679080
2017,Tees Valley and Durham,Production sector,A-E,57865
2017,Tees Valley and Durham,Construction,F (41-43),16495
2017,Tees Valley and Durham,Services sector,G-T,208925
2017,West Central Scotland,Production sector,A-E,52940
2017,West Central Scotland,Construction,F (41-43),39385
2017,West Central Scotland,Services sector,G-T,397390
2017,West Midlands,Production sector,A-E,139740
2017,West Midlands,Construction,F (41-43),41675
2017,West Midlands,Services sector,G-T,677510
2017,West Wales,Production sector,A-E,86030
2017,West Wales,Construction,F (41-43),29260
2017,West Wales,Services sector,G-T,321110
2017,West Yorkshire,Production sector,A-E,113590
2017,West Yorkshire,Construction,F (41-43),41850
2017,West Yorkshire,Services sector,G-T,553240
2018,Bedfordshire and Hertfordshire,Production sector,A-E,62660
2018,Bedfordshire and Hertfordshire,Construction,F (41-43),46080
2018,Bedfordshire and Hertfordshire,Services sector,G-T,484025
2018,"Berkshire, Buckinghamshire and Oxfordshire",Production sector,A-E,93195
2018,"Berkshire, Buckinghamshire and Oxfordshire",Construction,F (41-43),48685
2018,"Berkshire, Buckinghamshire and Oxfordshire",Services sector,G-T,753805
2018,Cheshire,Production sector,A-E,51100
2018,Cheshire,Construction,F (41-43),19550
2018,Cheshire,Services sector,G-T,267885
2018,Cornwall and Isles of Scilly,Production sector,A-E,19630
2018,Cornwall and Isles of Scilly,Construction,F (41-43),10390
2018,Cornwall and Isles of Scilly,Services sector,G-T,96900
2018,Cumbria,Production sector,A-E,40120
2018,Cumbria,Construction,F (41-43),10545
2018,Cumbria,Services sector,G-T,103485
2018,Derbyshire and Nottinghamshire,Production sector,A-E,134905
2018,Derbyshire and Nottinghamshire,Construction,F (41-43),35865
2018,Derbyshire and Nottinghamshire,Services sector,G-T,454735
2018,Devon,Production sector,A-E,48185
2018,Devon,Construction,F (41-43),21955
2018,Devon,Services sector,G-T,229310
2018,Dorset and Somerset,Production sector,A-E,63965
2018,Dorset and Somerset,Construction,F (41-43),25200
2018,Dorset and Somerset,Services sector,G-T,264820
2018,East Anglia,Production sector,A-E,125120
2018,East Anglia,Construction,F (41-43),44310
2018,East Anglia,Services sector,G-T,580860
2018,East Wales,Production sector,A-E,73430
2018,East Wales,Construction,F (41-43),23235
2018,East Wales,Services sector,G-T,273095
2018,East Yorkshire and Northern Lincolnshire,Production sector,A-E,71365
2018,East Yorkshire and Northern Lincolnshire,Construction,F (41-43),15990
2018,East Yorkshire and Northern Lincolnshire,Services sector,G-T,175065
2018,Eastern Scotland,Production sector,A-E,74500
2018,Eastern Scotland,Construction,F (41-43),39965
2018,Eastern Scotland,Services sector,G-T,499150
2018,Essex,Production sector,A-E,54490
2018,Essex,Construction,F (41-43),41370
2018,Essex,Services sector,G-T,360375
2018,"Gloucestershire, Wiltshire and Bath/Bristol area",Production sector,A-E,114230
2018,"Gloucestershire, Wiltshire and Bath/Bristol area",Construction,F (41-43),51935
2018,"Gloucestershire, Wiltshire and Bath/Bristol area",Services sector,G-T,626020
2018,Greater Manchester,Production sector,A-E,113610
2018,Greater Manchester,Construction,F (41-43),49350
2018,Greater Manchester,Services sector,G-T,761240
2018,Hampshire and Isle of Wight,Production sector,A-E,76350
2018,Hampshire and Isle of Wight,Construction,F (41-43),37015
2018,Hampshire and Isle of Wight,Services sector,G-T,465475
2018,"Herefordshire, Worcestershire and Warwickshire",Production sector,A-E,92880
